user,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
ansiace,0.008775655394515702,0.0,0.02341522827825331,0.037792460140106156,0.005301296514208354,0.0
jackson951,0.0008462577013042357,0.0,0.047852533927486444,0.0015711486303692666,0.0,0.00010895549911022262
jassercherif,0.016959441938328705,0.0004523865995096243,0.03631114817555008,0.006119461664783857,0.04289100397009739,0.0
mefroenropa,0.020669016518076243,0.0,0.0,0.029588709370356677,0.0066289219662545775,0.0
morph-many,0.0027239862570594725,0.0,0.03674901614004254,0.017520058402745304,0.0,0.0
ejrv,0.0,0.0,0.007604783259786971,0.04959061399360729,0.00476219083755279,0.0
hedaetul,0.011226283481397566,0.000989540251086121,0.0,0.010923579281071611,0.008402379707533845,0.0
monamani404,0.0,0.0,0.00016449674835429477,0.01581188617819702,0.0008355281922390889,7.911309611707402e-06
izzetfurkancari,0.05092511689132959,0.004102158106169558,0.0,0.03390964758142419,0.03363395843196384,0.0
aliasghar1379,0.0,0.0,0.0,0.05905717308318122,0.0,1.0736550511617187e-05
SedrAlex,0.03541987061082263,0.0,0.0,0.06506194530192888,0.005887468624549012,0.0
velosoberti,0.0,0.0,0.0,0.03246839063017114,0.0,0.00023176380498870843
Shah114,0.0233837244864003,0.0,0.0,0.059491478294924835,0.0,0.0
BAslani,0.0532362348907552,0.0,0.0,0.0,0.0,0.0010434350266538982
300f20t,0.0017103692098264334,2.549194097042431e-05,0.007210847048050173,0.012989661410140983,0.0,0.0
joohannese,0.0,0.0,0.0,0.04157104249978403,0.0033439728250590586,0.0
fatemeabdolmaleki,0.004499759244658199,0.0,0.0,0.0,0.108551002220597,0.0
saygo566,0.0,0.000272719388945468,0.0,0.015139208152185196,0.0,0.0
mohamed-sayed-elmahdy,0.03212668167128769,0.0,0.0061462488220322764,0.016951860569352564,0.16915100959461934,0.0
dqwe223,0.019981729647614594,0.0,0.04141544014692763,0.019577461446281724,0.045311507431085946,0.0
Shadowzora,0.0070426353585256625,0.0,0.0,0.027635559715205763,0.0,0.0
SolAriass,0.0009876661691650467,0.00014678826208865928,0.0,0.0009465292436008767,0.0011813801233688263,0.0009366883448060376
ntsmk,0.0023158780352750858,0.0,0.0,0.008975873868372211,0.00048830665583328,0.0
imtiaz-cnits,0.004531115069094558,0.0,1.7641618553047998e-05,0.0029749093056286565,0.006528439068655275,0.0006747375293065503
marciofelicioo,0.03240337175297867,0.0,0.0017616497812973759,0.0314938374849446,0.06848999218862512,0.0
bonsoul,0.0007234246316951983,0.0,0.0,0.07672229378155469,0.0,0.0
VEGLOgabin,0.004535319961854894,0.00021711754210960188,0.0,0.025015361819932653,0.003142114827807501,0.0014654247164558026
kalammakhfi,0.0,0.0,0.0,0.02111872425668472,0.0,0.0
RAJA2023H,0.00821014498255565,2.1321872227135622e-05,0.0,0.027048750297055793,0.004967534268143862,0.0
birkankaraer,0.04067964123476987,0.008772178430021515,0.0,0.034273779746595096,0.0012441732407003489,0.0
geeky02,0.021567788497706904,0.0,0.0,0.025930852558408116,0.0,0.0
AP2Topper0127,0.0778119318151211,0.0038882595992913204,0.0,0.0,0.0,0.0
mdccg,0.019098346736294902,0.045898726610725235,0.000765100226139095,0.0,0.003552794159795156,0.012683969072949487
jahidatamanna,0.006326265676803235,0.0,0.0031483751649513418,0.04880561994143846,0.03337442602694002,0.0
SacredDever,0.0456303836771287,0.0,0.0,0.0,0.002965670123391279,0.0
jonathanitgithub,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
alvinalfandy,0.0014135213608230488,0.0034510017879385104,0.0,0.020485012254446523,0.0,0.0
HYPER-00,0.0,0.0,0.034326939481082,0.025710567788780597,0.0,0.0005946977016330533
Ck07860786,0.048983858259193755,0.0,0.0,0.008931454881787485,0.07187396667338801,0.0
mdriscol,0.026771085749153975,0.0,0.0,0.016892209686503557,0.03795948534306015,0.0
kleahaka,0.012187900164035186,0.0,0.0,0.016021800001816463,0.0007801777576443896,0.0
ibroman12,0.0,0.0,0.05319588293538397,0.0,0.17900813746066802,0.0
monuxx,0.009490837040118197,0.0,0.01071882031643416,0.010256408822351647,0.001273815172514653,0.00047867119701208477
abubakar508,0.05003359833355981,0.0,0.001506094070813892,0.03526098119983934,0.007817965655361343,0.0
shivkumar991832,0.02636017936468655,0.0,0.0,0.015381474771011651,0.1466068730781151,0.0
Tokugawa123,0.023907814882140582,0.0,0.0003996622611056551,0.0,0.0017567912421086738,0.0
Shifin-Malik,0.021347681211079862,0.0,0.0,0.007653236220216908,0.0,0.0
cnomsangaphi,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
aminuabubakar00,0.003497376734357489,0.0,0.2516030002298518,0.0,0.0,0.0
elyargeek,0.006314701206024382,0.0,0.0,0.002810455779034627,0.02201774768274835,0.0
Dangoo2002,0.0,0.0,0.0,0.0600732200225485,0.0,0.005671585271906963
hispertos,0.012767785618468261,0.0,0.0,0.027067789125164683,0.0,0.0
Capi-nemoo,0.018352894284043575,0.0,0.014266348474087864,0.03775672390097508,0.005233599926993915,0.0
saintbenjamin,0.0,0.0,0.0,0.027504416714381454,0.0,0.0
vicentee148,0.0,0.04828455572321668,0.01379951938830694,0.007692634902183856,0.0,0.02182810878859104
TAJ2003,0.016801439340408016,0.0,0.051047789044646644,0.001117119093116227,0.004193851628525392,0.0
Hamidstp,0.0,0.0,0.11239167251282706,0.0,0.0,0.0
Isaac-Gomes-085,0.0,0.03760237018793954,0.02489743745959723,0.0,0.12041675885947938,0.0011169535108901962
ObiwanKenobee,0.009060001724191306,0.0,0.012175627172305581,0.09910215786041543,0.0031130562006102744,0.0
Hannanofx,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
sulalith99,0.0,0.0,0.003090232211188597,0.0348388748916028,0.0,0.0017597254314063945
aliallam123,0.008832671846080418,0.0012155637599361028,0.009229766569662099,0.038457495903842474,0.0,0.0024576151819452447
sama-babaee-web,0.029804749826546736,0.0,0.0,0.0,0.020012075183259325,0.0
AmirhosseinHashemi,0.029111252973828283,0.0,0.0,0.01056266183780203,0.011296846263159093,0.0
ychaaibi,0.01041908063702255,0.0,0.0,0.03336108235271709,0.006389713223857734,0.0
ParsaMehdipour,0.010487277654174731,0.0,0.0,0.03549528241960639,0.002526815808702676,0.0
royhankamil,0.004724029973902667,0.0,0.0,0.0239258859347984,0.005620010188588219,0.0002894986705231496
canering,0.0,0.0003140197010005827,0.0,0.00360102701463817,0.0,0.0
Dev-MihirParmar,0.009920508718309766,0.0,0.001777126069245565,0.050713073930686296,0.0020357411175386917,0.0
iampranshu2003,0.06629159026814366,0.0,0.0,0.021502933868237522,0.0,0.0
Leondoff,0.016932338189158833,0.0,0.05184314337215659,0.06935176620359608,0.030056927707413597,0.0
iman12g,0.006993599806625282,0.0,0.008427114362769116,0.07760480543756636,0.0,0.0
beyhatun,0.002167855634398362,0.000535757013734285,0.0,0.007285895632498733,0.0,0.0
devopspass,0.0007341951159688527,0.0,0.0,0.03070016700647672,0.0,0.0
jacksonguedes,0.0,0.018722199058392834,0.0,0.007241102344014347,0.0010869249604991472,0.040721133083005435
ryan-d-graham,9.515700503993468e-05,0.0,0.023901052551210562,0.022837158618316082,0.0,0.0
JessDataNLP,0.009802840655087455,0.0,0.0,0.027000011112578323,0.0,0.0
Kate941-su,0.0286417051519691,0.0,0.009664150736557612,0.045712328346773634,0.0,0.0013227797950535695
cleotestt,0.0028365265028901477,0.0,0.0001305847606524599,0.0029927423758481266,0.0005319997850222334,0.0
shivamshekhar,0.035253094454319386,0.0,0.0006272780445824143,0.041713491610465524,0.00851063964074029,0.0
guhill1,0.0,0.0,0.0,0.02712828809236271,0.0,0.0
AssahBismarkabah,0.021730080479527736,0.0,0.006808883527613795,0.054958233651662754,0.0,0.00014601791824057445
passionatedev724,0.006592983677975751,0.0,0.0,0.0048919967334743785,0.0,0.0
JohnDominicJasmin,0.009818120865554196,0.0,0.02199409345993698,0.051416102365317,0.01662624101348802,0.0
GustavoS7,0.0,0.028502570134555687,0.0,0.007208550031046065,0.0,0.006170788465038234
Tosinpeter,0.03520556177510135,0.0,0.01358596933700729,0.03222052014765568,0.0,0.0013800962792996116
lucaspiquera,0.002437016455292435,0.0,0.0,0.02849315054136967,0.0183261450884301,0.0
TBERT31,0.03289252068482657,0.01252703158668251,0.0,0.009252884622174405,0.0017498306428722625,0.0
navid2099,0.02624551396196956,0.0013074063773742006,1.5089825900153613e-05,0.005984249717456805,0.004806641989252137,0.0
anopsy,0.0,0.0,0.011892408850818152,0.06344073629023855,0.0,0.0
nayanishant,0.039234761397102705,0.0,0.0,0.017366027863323752,0.0045228427476146915,0.00036844837903464965
BenjelloAB,0.005550703667708283,0.002974718937335063,0.0003044966284487092,0.025276502018174017,0.0047817618748134064,0.0
sawcrz,0.009207915295577351,0.0,0.0,0.019646144117235715,0.0,0.00017554629832114402
jeffreywangzhi,0.0076821008767230465,0.0,0.016275912387058063,0.03356138762985494,0.0,0.0
itsocoldhere,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
EmpgBinary,0.01118201333533566,0.0,0.0,0.010599964803944248,0.004983380979000334,0.0
Irina-Ichim,0.0,0.013346079621432373,0.00998118729317945,0.008520504037391612,0.05447012604364549,0.00526012596063564
aylinsarioglu,0.000917562864584123,0.0010533534921518244,0.0018524942929020857,0.0018956580490148308,0.0018927186959463353,0.00014327181593068875
Baruk1-netizen,0.005826404801061949,0.0,0.00031128696509353805,0.028862237448003345,0.00049597647067489,0.0018817255169013953
ArafaFarouk,0.0017319313160871093,0.0,0.0,0.0314074843065546,0.022467033876708377,0.0015954203838261958
berkaydgn,0.006283077925675562,0.0,0.0,0.015483635708676679,0.008152625175672595,0.0006659246140382535
devstar829,0.005315600627099329,0.00616872025455805,0.0,0.0380105445510606,0.0,0.0
kentaurse,0.039157591496814984,0.0028305134914369777,0.003735247157061337,0.031879099211358716,0.005137396499330914,0.0
solguru310,0.009350125732458532,0.0,0.0,0.03659113353047384,0.0,0.0
leonard-sanya,0.0,0.0,0.0,0.08815685317978968,0.0,0.0
K3irill,0.006462872925416435,0.0,0.0,0.047003417313961356,0.03714289829826611,0.0
Murtuza-Ahmed,0.06431640061722288,0.0,0.031022029411269584,0.023924253892744805,0.061065865288497966,0.0
CelmarPA,0.0,0.05758324196829377,0.002374115848691598,0.024465665359327784,0.05653549657092557,0.032894362040729964
RafaelDesenvolvedor1,0.0006054207934286586,0.13622763038013735,0.0,0.0,0.001801400195514722,0.004535430203811372
kluivstar,0.0371168835402973,0.0,0.0,0.007191168675837569,0.008891587617070896,0.0
micanduamon,0.02152583662435307,0.0016439277620947182,0.05480601900342948,0.003985430953797605,0.0,0.0
pinmonyvicheaa,0.01177129977368436,0.0,0.0,0.024519736954313365,0.0,0.0009809068281630446
FelypeDantas,0.0,0.07189941576255672,0.004299022322251951,0.0,0.07049109089850653,0.016803029067028515
En-Dhiaa,0.005255935909290488,0.0,0.01466845086308506,0.02128479925200271,0.002956130901304231,0.0
Dapjzl,0.016052653471471955,0.0,0.03637995141958806,0.026801781749287053,0.0025680068350871004,0.0011384435406986736
BeyzaNurKeskinn,0.060835602947256484,0.0,0.0013379612286603994,0.03502220295958932,0.010188165341539606,0.0
OleLukCie,0.0,0.0,0.052262435998846765,0.02351618513000329,0.0,8.622735301402002e-06
smailyk83,0.009489329848733151,0.0,0.03001214317724076,0.04338894855111432,0.006100697383844787,0.0
sinanazem,0.015889353279234082,0.0,0.0,0.10703886147370695,0.006851711877476995,0.0
chominho96,0.0007845230422871667,0.0008446150667426419,0.005378895348096477,0.006435962059972294,0.015582619462401557,0.0005057193274229473
sireesha-siri,0.0,0.0,0.0,0.045818295904278716,0.008045723961701529,0.0
MaryamKalantarii,0.04767271582786833,0.0,0.03438714151468904,0.008972808481112926,0.0,0.0002399689187200571
plopezgit,0.02842498972116679,0.00976046449656595,0.0,0.050857130908219216,0.0,0.0
uzairjanmalik,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
r0valdez,0.020882491423358084,0.0,0.0,0.0,0.09633021434508894,0.0
DonGroovy1120,0.03154433224219714,0.0,0.0,0.021589675473949424,0.0,0.0
Loading617,0.01737350500815589,0.0,0.0,0.029602426648842557,0.0,0.0
ali-e-n,0.02001548291934534,0.0,0.008329979007334554,0.0559421072768388,0.04606611637191462,0.0011696057728236833
pnwarner,0.00886768092049119,0.0,0.0,0.02998936064379938,0.0010862499586737034,0.0014372003779068992
rwxayheee,0.0,0.0,0.007358298102380502,0.02163375856679054,0.00011700344988239823,0.0
LeoSousaJesus,0.0,0.047351722312211235,0.00026852902590157916,0.006446621549113576,0.022635043524289963,0.05185014604490362
rewcoin,0.0,7.410980414462364e-05,0.06784596038154346,0.012468608529685008,0.0,0.0
v1nybarreto,0.0,0.0,0.0,0.05053042732155203,0.0,0.0
chiratid,0.0,0.0,0.0,0.008565560921280505,0.0,0.0
AhmadHRai,0.052053395264826774,0.0,0.03103669738853673,0.004291897352394921,0.0006407022219325587,0.0013557643143389628
AldowadSimanjuntak,0.038128106857667654,0.0,0.007187069871778507,0.045269981631789434,0.005433672737709071,0.0031777789632277827
seferogluemre,0.10033760778023776,0.0,0.0,0.020746027219793496,0.0,0.0
JustMrNone,0.01744537625483583,0.0,0.0319928097749884,0.06323353675349458,0.0035053619387991597,0.0
samparsa1,0.004580711309669176,0.0,0.0017979695453455766,0.07365120801936355,0.0020660713800546276,0.0
tasha-dev,0.028593817863385055,0.0,0.022044612541045987,0.015894897659445646,0.022466084898613427,0.0
technxlxgy,0.0,0.0028406944108500115,0.0,0.008473343915317032,0.0,0.0
luckminer,0.014954438330169309,0.0024309030394470675,0.0,0.019090993761804575,0.0,0.003872960807803142
acen20,0.0394672645601726,0.0012563619904925724,0.0007694943308557571,0.04702967869193303,0.004138003663177666,0.0
RasinduPesara,0.01005141380177072,0.0,0.0,0.025009499241961372,0.017296090786221085,0.0022442396924773032
plpedreira,0.015213106423772067,0.0,0.0,0.019082143368163506,0.10731064653817482,0.0010201694267108602
naqateener,0.0,0.0,0.0,0.02831098459123222,0.0,0.0
marcos1394,0.005738402397047984,0.006198376099638812,0.0,0.013736356849899801,0.02610595821768019,0.004482346513849319
emineugurlu,0.006504737479514369,0.0,0.0,0.0023489021856786816,0.053905534561785255,0.0
space-bio,0.0,0.0,0.0,0.014844259249011756,0.0,0.00042576911557661164
AloofAli,0.008912347430320435,0.006497130947318189,0.044179366186892007,0.034040274029104874,0.0,0.0
Shaimaa01,0.0,0.0,0.0,0.0,0.108476385210442,0.0
XP-HKhalFaoui,0.036485371079805005,0.0,0.0003656934783308601,0.0815184736732805,0.0,0.0
ayylmazslmn,0.02249054006084948,0.0,0.0,0.0,0.0,0.0010610547033219407
DeveloperOmarFaruk,0.053292733482835516,0.0,0.0005104341711634144,0.0370983321600229,0.038244431286148226,0.0009214725518614479
suq-weer,0.0,0.0,0.0,0.008625338372277514,0.0,0.0
Ajayfrizzy,0.021929847304065386,0.002532479463009686,0.0032174739001230275,0.025376325128992325,0.015443772294532133,0.005160069140936676
sudotty,0.00572291784373411,0.0,0.0,0.056893943153650456,0.0,0.0
zeronewb,0.0,0.0,0.0033688490489499523,0.06010597013553775,0.0,0.001917457439421864
hongsonjs,0.0,0.001485912615679456,0.01818197037369739,0.028867950831486217,0.000667170146342622,0.0
jhonatanseminario,0.013725322606431443,0.0,0.0,0.025316218333708385,0.00514379048489633,0.0
paulh27,0.02060533871508323,0.001363992745209613,0.0,0.00651591017400186,0.008021289682128847,0.0
Kei-K23,0.08900668323898517,0.0,0.005814443024291856,0.05682208740732674,0.01356522016332163,0.0
pedroferreiiraa,0.006055699676199847,0.007152022881470114,0.0,0.01067662452781828,0.004401031582615652,0.0
miyoko-shimura,0.04249529568458211,0.0,0.007891969338957071,0.014147424035486167,0.005649285469171727,0.0007526796022409889
brissach,0.0,0.0,0.0,0.058049616125862624,0.0,0.0
saadnkhawaja,0.0,0.0,0.0,0.02286920032071446,0.0,0.0
ad-itya07,0.03529331934011562,0.0,0.0006735702557022762,0.030461257421826725,0.0,0.0
Dudimath,0.0,0.0,0.02857440647256931,0.03600017078244015,0.0,0.0002342944484048709
amartinezbrito1,0.0021128205991842977,0.0,0.0,0.006352760224536867,2.4776330391973936e-05,0.0
pavanpagan,0.043210337039617214,0.0,0.0,0.02926032052639968,0.007045235224862431,0.0
harinadh76,0.003951240397220994,0.0,0.022220876432563725,0.051976213465991704,0.010705003306375197,0.0014401947968287487
umutramazanegi,0.008302623561264403,0.0026931294173106056,0.0,0.005978344125801285,0.0,0.0
zengfr,0.00974958317102338,0.001540497954364029,0.0,0.04498057516570522,0.003825783620001603,0.00011240022690098885
nightghost1117,0.005689152659271895,0.0,0.00043440562300954213,0.000958193670976817,0.006979890533963436,0.0
higormarcelino13,0.0,0.04157331698450261,0.0,0.0,0.004773743545264352,0.0
hiroyukikumazawa,0.0029951088909822457,0.0,0.0001369180016939866,0.041258599951852055,0.0018320964980931464,0.0
danielmuthama23,0.0026582721076952014,0.0,0.0,0.06025133818015346,0.0,0.0
tstreamDOTh,0.026549319811014573,0.0,0.006053729529659025,0.059901974064898104,0.029588236014825103,0.0
suzannaprze,0.0,0.0012261164782671383,0.04547112801382409,0.03467878115720025,0.0016084252101762737,0.0
sudkc37,0.0,0.0,0.01730089864840356,0.017115763680427602,0.0,0.0
to-journey,0.012307652781502703,0.0,0.0,0.023864566482218498,0.0009934731384924193,0.0
facelessman,0.0,0.0,0.0,0.013508519038045034,0.024019459532215015,0.0
DjangoWithArif,9.333532206917827e-05,0.0,0.0,0.049086648682758166,0.028251346312687622,0.0024452211144061313
skyhawk000,0.0023007953637025776,0.0,0.0,0.0005577417516412232,0.0,0.0
CodeRaven516,0.04354536436435556,0.0,0.026327381649881507,0.024757361513903772,0.0,0.0012543015387793649
alimbekum,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
barbara-pereira-byx,0.0,0.040357645389890305,0.027005040797703706,0.0,0.04804461600474212,0.01222410188430836
Marc0zDev,0.0,0.016155038616378563,0.0,0.0,0.03840393072482924,0.07505076169532474
dardengo,0.006909613615052101,0.0,0.0,0.0023963922403130986,0.00039843775072627397,0.0006111040935315551
vicenteartur,0.0,0.0341828299596566,0.0,0.002055598815157595,0.01631173655653362,0.015436740810362727
Rodolfo1705,0.0006443348203645583,0.0014303331172649003,0.0,0.004848203678506886,0.0038520985754272193,0.0013700827018783425
vfranca123,0.0,0.0196579567572208,0.0,0.0,0.014282729650893061,0.007317957777614099
ArthurHMS,0.0,0.017445875157461363,0.0,0.0004030767119810576,0.0,0.013825849545338666
mateus500lhp,0.0,0.005659882329052924,0.08441508150462258,0.0,0.0,0.023439981326195312
brashi,0.016157973526413644,0.016857317266807566,0.0,0.014547104764230658,0.0069731781458722214,0.03828381655715491
davijannotti,0.0,0.0,0.0,0.00785612133434454,0.0,0.0002809609368037154
HomoGodzilla,0.0,0.01698426427462028,0.0,0.0,0.0,0.0034694991976061663
Wallz98,0.0,0.00381802080361813,0.0,0.003826094465820784,0.0032664867247473167,0.06326698448670903
DanielsLuz,0.009439304063746322,0.0,0.009041949577664972,0.04491510530765754,0.0026780522583703384,0.01801440840624606
Psouza-queiroz,0.0,0.004189070793325418,0.0,0.0,0.027922445218936658,0.025485443803669544
larabzs,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
Linkrif,0.0,0.02585800751288262,0.0,0.004215602456340318,0.003230156829760387,0.0009983978578359976
Trecto34,0.014674389116910687,0.011181101324597334,0.012116630791503739,0.050806977211558524,0.0010198392994953006,0.0
Hoff-Otavio,0.0,0.0,0.0,0.0,0.14682057226594225,0.0
IamPamella,0.0,0.00019797773202255982,0.0,0.0008833297857612798,9.509481725805512e-05,0.0
rebeca-mbrito,0.010144517695773998,0.0,0.0,0.0030631710582763668,0.0,0.0001981872015938207
Phenrirs,0.0,0.060479783933691966,0.0,0.0,0.0,0.0
vinicius-CL,0.0,0.023272582260891853,0.0,0.0,0.0,0.022244833422031107
Thaylor-Hugo,0.0,0.030443745734196764,0.023819563937538406,0.00989495635947934,0.0,0.02166377713869671
odanielaugusto,0.0019985805460322843,0.022523124858237934,0.0,0.0,0.010491937080039324,0.025300345419528473
Victor-Varjao,0.0,0.03362243268513646,0.03676044825085008,0.0,0.026607867041968884,0.008567479818829347
KesneyFerro,0.014579733472003146,0.013356212860626774,1.9583301862699515e-05,0.0,0.013289982604970928,0.0
eliasbiondo,0.05152980399191223,0.0,0.021136399509876103,0.005804218406049023,0.005428148729657469,0.0014988708564357797
DeM4rcio,0.0,0.0,0.0,0.0,0.0330106951935577,0.07879931787830578
KellerimKeller,0.012079845759224113,0.002938674254840193,0.0,0.013166071859168054,0.0,0.03742271583448732
Brunoarbraga,0.0,0.008648265774228423,0.0,0.02702376297039038,0.0,0.0009725682868248033
darlinton,0.019384875055865922,0.0,0.0,0.003600288598099242,0.0002553919810854476,0.0002840287142831006
RobsonCrLira,0.003045295204417697,0.0807954008670028,0.0,0.010720143819671167,0.008208621276742042,0.0010387646588609488
anabenedita,0.0,0.001387148493731457,0.00036057818105075334,0.0,0.0016083690956697038,0.0
BraianMelo,0.0,0.00540548057522978,0.0,0.0,0.01798274534952826,0.12223913025694894
netang,0.0,0.0,0.0,0.025001572940004737,0.0,0.0
michellemarques,0.0,0.07016154554147519,0.0,0.0,0.03782435172474837,0.025858195021486806
viniciusmiquelao,0.011315568287706485,0.0,0.0,0.016486277678134535,0.0,0.0007610211349149541
LucasDLMaciel,0.0001913994400164156,0.03264918303772527,0.0,0.004537418694032336,0.002487811202918461,0.02031629220819355
joaochiquitin,0.0011379388593531648,0.009677063870243903,0.0,0.04305340402228276,0.00603453448295118,0.0
VirginiaPrettz,0.0,0.0,0.0,0.0,0.0,0.0
rafaelCacador,0.007711911314915727,0.014549388790250396,0.0,0.0,0.005266340968107573,0.03557082498866939
oPedroOliveira,0.018384865197380494,0.013942232003673526,0.0,0.0,0.017527967994762025,0.0
Jonatas-MS,0.0,0.0,0.008384456718181301,0.0024872785252831567,0.018208654909921792,0.052359980017327716
fabriciomatsunaga,0.0067127151983247145,0.0,0.013820100923834198,0.0036270239151468572,0.0,0.02139050837651924
gaboHolanda,0.010390842676362803,0.0,0.025133812166417954,0.008278131928087795,0.008430450210284513,0.0
Zeryotes,0.0,0.0,0.026365460800741113,0.0,0.0,0.12499165812584143
lauraaliceoliveira,0.006556564219027043,0.0,0.0,0.008773988791086856,0.0032613567348355912,0.0
Lianfs,0.0,0.0,0.04883349188978824,0.0,0.0,0.0
myladyamaral,0.004054528137808998,0.0025207400790630986,1.2293284580370202e-05,0.0011992839013742669,0.003540390506210657,0.022624637308090924
felipeaugustonatal,0.0007348614834911881,0.0,0.0,0.008877042266950928,0.006294915010134106,0.002083934102205211
douglasmd3,0.0,0.01844576884300418,0.0,0.019814302919203833,0.03198867664482162,0.016090198237728386
Nayevsk,0.008207861036565914,0.003736828234630396,0.0066203369681818065,0.02962379696980161,0.010761751119101612,0.0024457939552175105
Catusan,0.003936049581370699,0.06577242869433829,0.006222346576398622,0.0,0.013069757340888834,0.0185965593180637
davi-tk,0.008102755612897635,0.0,0.0,0.028946885779875794,0.0,0.003747135114857277
diogofonteles,0.02227792007496831,0.0020909509037428152,0.0,0.007220165705105788,0.006710767830658775,0.0016509921301689325
matheus-swenson,0.0,0.0,0.04300173488189616,0.02829593919795045,0.04901614727446004,0.0
sarinhaxp,0.0022999151930549757,0.005409638790800382,0.0,0.001780441906508562,0.0011949390814686251,0.011900306403407215
gztanjy,0.0,0.00034284361392230466,0.0019382193009447426,0.03409983998512688,0.009232107048142719,0.0
Rendrick,0.0,0.01656633543027567,0.0,0.0,0.0002735142961406318,0.004636006937744315
leandrolrs18,0.0,0.026844103224645356,0.0,0.012072380404454387,0.0,0.007055041088811192
lmyller,0.000394992011178575,0.014388875749903773,0.0,0.0025036380991143737,0.0012522519080438866,0.04544242678544225
tainararcs,0.0,0.010530609469814413,0.0,0.0,0.0,0.001754946838139794
Eaxmin,0.0060675006778319615,0.0,0.0,0.004018287523528217,0.006753393686637613,0.06396581061866549
Juanelcol,0.005842810960040594,0.03812416956661321,0.0,0.0005382382004666033,0.02400560847744625,0.009386196073406627
CharlesAquino,0.020480714794678438,0.0,0.0,0.006501206276666076,0.000763222237365221,0.0008469990511268
BRMicael,0.00029339318920411687,0.054334878718562886,0.0,0.0,0.06741313741033665,0.0
wallaceAnterio,0.0,0.00020606695592164311,0.0,0.0,0.0005055314210527416,0.00048401318902337805
elisafa,0.0,0.1046958933026194,0.0,0.0,0.011590416396946726,0.0031365435805611316
dsilvahenrique,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
Guxtta,0.0009399944168891095,0.033379805945743475,0.0,0.0013842103701009957,0.0,0.0
maarcos4g,0.04813956507751367,0.08989677064695752,0.0,0.0,0.0,0.033183655620578234
evandroarlati,0.0,0.002428363909529336,0.01888744180341845,0.0007989943747267084,5.610217888058528e-05,9.203967452127912e-06
sabinorodrigo,0.003308903559577877,0.016364841965445756,0.0,0.010672848622981582,0.0,0.0
ronniepettersonn,0.0,0.08284805118435984,0.0,0.0,0.09263600296639485,0.0
GabrielFoxDev,0.022966740817239796,0.005340756833541896,0.001526360406513785,0.0554288291780801,5.6488525659128284e-05,0.0035755445977031525
Artur-Santana,0.0,0.08764137420930426,0.0,0.0,0.05381178413847113,0.0
luizpcferreira,0.0018796145446497094,0.005890352395642065,0.0,0.0015758561627324974,2.8427791048684517e-05,0.009473116543065195
GabrielRibeiroUD,0.0,0.0,0.2602434898008996,0.0,0.0,0.0
rsantacroce,0.0,0.0,0.0,0.01681648943995435,0.0,0.0016397167842258677
MatheusRobles,0.0,0.018175134035877734,0.0,0.001986405898559385,0.0,0.038574158242723484
Val2021,0.0,0.025224524278733066,0.0,0.019776300604572222,0.0,0.017196371481213148
rcaliman,0.0040503358764649436,0.0460902408857208,0.0,0.0015861212253702101,0.0,0.01295881180800517
lucas-caetano-reis,0.0,0.021335906404869116,0.0,0.0,0.0,0.08154186951518716
MattRangell,0.014408590615159861,0.0,0.0,0.049619402688959625,0.002293358059852251,0.012311984231467942
Lucas98903,0.003225045165825943,0.0010652587909237737,0.0,0.011805109423611517,0.0008187980088147532,0.0008557600434111339
MvLeronn,0.0,0.01664458738038887,0.0,0.0,0.0,0.019967997631691322
aline-dos-santos,0.0,0.0,0.0,0.002959747199260283,0.0,0.06253682711698344
isabelafdevito,0.0,0.02445820914489047,0.0,0.007144251805050661,0.0,0.06555845312200019
MariaRitaRR,0.0,0.0,0.0739332382507362,0.0,0.0,0.027587175951906538
EduBertozzi,0.0,0.06515499271284989,0.0,0.0,0.04794183669704821,0.022348994230781495
RennowT,0.0,0.021994124730693877,0.00641709841515611,0.01438424125288253,0.0,0.05584560693413644
J-c0d3r,0.0036410044327030745,0.0023537750979988497,0.0,0.012276799910341696,0.00841035497380323,0.05832939819538161
leticiamerssENG,0.0,0.0187867069549703,0.0,0.0,0.0,0.09161575307777256
JoaoIgreja,0.006175469912629237,0.012594882450983403,0.0,0.010160683477087689,0.0009353967210626122,0.04339916519229981
AlvaroBreno,0.0,0.028602415489798815,0.0,0.0,0.07429620342122796,0.028219603050132214
CamilaCSilva,0.028937318900516092,0.015013011381918934,0.0,0.006799196788144812,0.0,0.034397799392252924
talecozinho,0.0,0.028779625151305284,0.0,0.0,0.0,0.0
Taciofpra,0.0,0.012721157168775057,0.0,0.0,0.0,0.01499756828589382
Renan-Sousa,0.0,0.0,0.0,0.0,0.0,0.09889608587343687
arthur-craveiro,0.010492854737606928,0.025260501341155123,0.0,0.001741983524363713,0.0,0.05657350288595865
ppinheirosiqueira,0.0,0.0032238960207492603,0.0,0.0,0.0014667003918872807,0.0665403159073567
